"id_hecho","fecha","año","mes","dia","hora_detallada","hora","dia_semana","","direccion","comuna","tipo_de_calle","geocodificacion_caba","longitud","latitud","causante","afectado","n_victimas","","",""
"LC-2023-0571601","2023-10-03","2023","Octubre","3","12:07:00 PM","12","Martes","CABILDO AV. y VEDIA","Cabildo Av. Y Vedia","12","Avenida","POINT(98932.55052 109904.1551)","-58.47492","-34.53999","Bicicleta","Transporte Público","1","","",""
"LC-2023-0571656","2023-10-03","2023","Octubre","3","12:00:00 PM","12","Martes","PAZ, GRAL. AV. 3006","Paz, Gral. Av. 3006","12","Av. General Paz","POINT(97087.1907 109008.0026)","-58.49474","-34.54789","Auto","Transporte Público","1","","",""
"LC-2023-0571685","2023-10-03","2023","Octubre","3","1:36:00 PM","13","Martes","HERRERA y QUINQUELA MARTÍN, BENITO","Herrera Y Quinquela Martín, Benito","4","Calle","POINT(107925.209 98316.05863)","-58.37686","-34.64441","Moto","Auto","1","","",""
"LC-2023-0571785","2023-10-03","2023","Octubre","3","12:15:00 PM","12","Martes","PAZ, GRAL. AV. 4450","Paz, Gral. Av. 4450","12","Av. General Paz","POINT(96330.38888 107943.5465)","-58.50343","-34.557","Peatón","Utilitario","1","","",""
"LC-2023-0571941","2023-10-03","2023","Octubre","3","2:00:00 PM","14","Martes","ÁLVAREZ JONTE AV. y JUSTO, JUAN B. AV.","Álvarez Jonte Av. Y Justo, Juan B. Av.","9","Avenida","POINT(94738.14841 99493.7029)","-58.52068","-34.63381","Moto","Múltiple","1","","",""
"LC-2023-0571984","2023-10-03","2023","Octubre","3","2:48:00 PM","14","Martes","FOREST AV. y NEWBERY, JORGE AV.","Forest Av. Y Newbery, Jorge Av.","15","Avenida","POINT(101149.6376 104501.5569)","-58.45076","-34.58869","Bicicleta","Auto","1","","",""
"LC-2023-0572038","2023-10-03","2023","Octubre","3","12:30:00 PM","12","Martes","AMENÁBAR 2859","Amenábar 2859","13","Calle","POINT(99940.257 108039.5949)","-58.46395","-34.55679","Transporte Público","Auto","1","","",""
"LC-2023-0572224","2023-10-03","2023","Octubre","3","2:00:00 PM","14","Martes","MERCEDES y SIMBRÓN","Mercedes Y Simbrón","11","Calle","POINT(95933.77512 102582.7571)","-58.50762","-34.60597","Peatón","Auto","2","","",""
"LC-2023-0572229","2023-10-03","2023","Octubre","3","4:38:00 PM","16","Martes","CALDERÓN DE LA BARCA, PEDRO y GARCÍA, JUAN AGUSTÍN","Calderón De La Barca, Pedro Y García, Juan Agustín","10","Calle","POINT(96087.92272 100322.4423)","-58.50595","-34.62635","Auto","Utilitario","1","","",""
"LC-2023-0572281","2023-10-03","2023","Octubre","3","3:45:00 PM","15","Martes","SAN JUAN AV. 1815","San Juan Av. 1815","3","Avenida","POINT(106557.478 100729.9033)","-58.39179","-34.62266","Peatón","Auto","1","","",""
"LC-2023-0572328","2023-10-03","2023","Octubre","3","4:20:00 PM","16","Martes","CORRIENTES AV. y JUNIN","Corrientes Av. Y Junin","3","Avenida","POINT(106101.2831 102742.2124)","-58.39678","-34.60453","Auto","Auto","1","","",""
"LC-2023-0572335","2023-10-03","2023","Octubre","3","4:10:00 PM","16","Martes","QUESADA y MOLDES","Quesada Y Moldes","13","Calle","POINT(99738.01142 108143.2468)","-58.46615","-34.55586","Moto","Auto","1","","",""
"LC-2023-0572488","2023-10-03","2023","Octubre","3","6:45:00 PM","18","Martes","TERRADA y NEUQUÉN","Terrada Y Neuquén","7","Calle","POINT(99152.28986 100943.2355)","-58.47254","-34.62076","Peatón","Auto","1","","",""
"LC-2023-0572493","2023-10-03","2023","Octubre","3","6:08:00 PM","18","Martes","ZELARRAYAN y OLIDEN","Zelarrayan Y Oliden","8","Calle","POINT(98608.4881 95120.84956)","-58.47848","-34.67324","Moto","Auto","1","","",""
"LC-2023-0572504","2023-10-03","2023","Octubre","3","6:30:00 PM","18","Martes","CARABOBO AV. y DIRECTORIO AV.","Carabobo Av. Y Directorio Av.","7","Avenida","POINT(100818.0392 99752.65537)","-58.45437","-34.63149","Bicicleta","Transporte Público","1","","",""
"LC-2023-0572531","2023-10-03","2023","Octubre","3","3:35:00 PM","15","Martes","BOUCHARD 530","Bouchard 530","1","Calle","POINT(108622.2886 103119.8681)","-58.3693","-34.60111","Moto","Auto","1","","",""
"LC-2023-0572535","2023-10-03","2023","Octubre","3","8:10:00 PM","20","Martes","AVELLANEDA AV. y CHIVILCOY","Avellaneda Av. Y Chivilcoy","10","Avenida","POINT(98130.17465 99974.07182)","-58.48369","-34.6295","Peatón","Auto","1","","",""
"LC-2023-0572585","2023-10-03","2023","Octubre","3","7:40:00 PM","19","Martes","CABILDO AV. y OLAZÁBAL","Cabildo Av. Y Olazábal","13","Avenida","POINT(100459.0698 107666.8478)","-58.45829","-34.56015","Bicicleta","Camión","1","","",""
"LC-2023-0572628","2023-10-03","2023","Octubre","3","7:30:00 PM","19","Martes","DIRECTORIO AV. 666","Directorio Av. 666","7","Avenida","POINT(102452.1187 100085.7555)","-58.43656","-34.62849","Peatón","Auto","1","","",""
"LC-2023-0572662","2023-10-03","2023","Octubre","3","7:45:00 PM","19","Martes","ALBERDI, JUAN BAUTISTA AV. y QUIRNO","Alberdi, Juan Bautista Av. Y Quirno","7","Avenida","POINT(99384.75739 99502.51192)","-58.47001","-34.63375","Auto","Auto","1","","",""
"LC-2023-0572707","2023-10-03","2023","Octubre","3","7:45:00 PM","19","Martes","GAONA AV. y CUCHA CUCHA","Gaona Av. Y Cucha Cucha","6","Avenida","POINT(101227.0621 102203.8597)","-58.44992","-34.6094","Transporte Público","Auto","1","","",""
"LC-2023-0572786","2023-10-03","2023","Octubre","3","5:10:00 PM","17","Martes","SUIPACHA 474","Suipacha 474","1","Calle","POINT(107681.6201 102927.8833)","-58.37955","-34.60284","Moto","Moto","1","","",""
"LC-2023-0573283","2023-10-04","2023","Octubre","4","7:00:00 AM","7","Miércoles","INDEPENDENCIA AV. y ENTRE RÍOS AV.","Independencia Av. Y Entre Ríos Av.","3","Avenida","POINT(106566.4053 101230.3981)","-58.3917","-34.61815","Moto","Auto","1","","",""
"LC-2023-0573638","2023-10-04","2023","Octubre","4","10:10:00 AM","10","Miércoles","ALBERDI, JUAN BAUTISTA AV. y PUAN","Alberdi, Juan Bautista Av. Y Puan","6","Avenida","POINT(101413.4163 100430.3153)","-58.44788","-34.62538","Moto","Auto","1","","",""
"LC-2023-0573841","2023-10-04","2023","Octubre","4","2:10:00 PM","14","Miércoles","ESTADO PLURINACIONAL DE BOLIVIA 2281","Estado Plurinacional De Bolivia 2281","11","Calle","POINT(98513.40601 102472.0758)","-58.4795","-34.60698","Bicicleta","Auto","1","","",""
"LC-2023-0573997","2023-10-04","2023","Octubre","4","2:00:00 PM","14","Miércoles","BONIFACIO, JOSÉ 2600","Bonifacio, José 2600","7","Calle","POINT(99957.99794 99562.54829)","-58.46375","-34.63321","Moto","Utilitario","3","","",""
"LC-2023-0574066","2023-10-04","2023","Octubre","4","2:00:00 PM","14","Miércoles","HIDALGO y PLANES","Hidalgo Y Planes","6","Calle","POINT(102011.2242 102238.512)","-58.44137","-34.60908","Moto","Utilitario","1","","",""
"LC-2023-0574099","2023-10-04","2023","Octubre","4","4:30:00 PM","16","Miércoles","PAZ, GRAL. AV. y BALBÍN, RICARDO, DR. AV.","Paz, Gral. Av. Y Balbín, Ricardo, Dr. Av.","12","Av. General Paz","POINT(96585.38799 108851.5036)","-58.5005","-34.54947","Bicicleta","Auto","1","","",""
"LC-2023-0574151","2023-10-04","2023","Octubre","4","4:30:00 PM","16","Miércoles","JUSTO, JUAN B. AV. y LISBOA","Justo, Juan B. Av. Y Lisboa","9","Avenida","POINT(94906.59448 99579.71242)","-58.51884","-34.63304","Moto","Auto","1","","",""
"LC-2023-0574194","2023-10-04","2023","Octubre","4","5:00:00 PM","17","Miércoles","TAMBORINI, JOSÉ PASCUAL y LUGONES","Tamborini, José Pascual Y Lugones","12","Calle","POINT(97884.1727 107292.5208)","-58.48635","-34.56353","Moto","Auto","1","","",""
"LC-2023-0574388","2023-10-04","2023","Octubre","4","6:10:00 PM","18","Miércoles","MONROE y BAVIO, ERNESTO A.","Monroe Y Bavio, Ernesto A.","13","Calle","POINT(101745.813 108903.2727)","-58.44428","-34.54901","Utilitario","Taxi","1","","",""
"LC-2023-0574495","2023-10-04","2023","Octubre","4","3:05:00 PM","15","Miércoles","PERÓN, EVA AV. 4273","Perón, Eva Av. 4273","9","Avenida","POINT(99119.33157 97430.76426)","-58.4729","-34.65242","Moto","Camión","1","","",""
"LC-2023-0574583","2023-10-04","2023","Octubre","4","6:30:00 PM","18","Miércoles","SAN MARTÍN AV. 1300","San Martín Av. 1300","6","Avenida","POINT(101436.188 102431.4295)","-58.44764","-34.60735","Moto","Moto","1","","",""
"LC-2023-0574598","2023-10-04","2023","Octubre","4","12:00:00 PM","12","Miércoles","9 DE JULIO AV. y MITRE, BARTOLOMÉ","9 De Julio Av. Y Mitre, Bartolomé","1","Avenida","POINT(107491.8508364 102432.637615083)","-58.38162","-34.607314","Peatón","Auto","1","","",""
"LC-2023-0574666","2023-10-04","2023","Octubre","4","4:20:00 PM","16","Miércoles","CASEROS AV. 2741","Caseros Av. 2741","4","Avenida","POINT(105701.9871 99225.71634)","-58.40111","-34.63623","Bicicleta","Auto","1","","",""
"LC-2023-0574674","2023-10-04","2023","Octubre","4","5:20:00 PM","17","Miércoles","CRUZ, OSVALDO e IGUAZU","Cruz, Osvaldo E Iguazu","4","Calle","POINT(105550.7308 97047.4094)","-58.40275","-34.65586","Peatón","Auto","1","","",""
"LC-2023-0574732","2023-10-04","2023","Octubre","4","4:00:00 PM","16","Miércoles","ARROYO y 9 DE JULIO AV.","Arroyo Y 9 De Julio Av.","1","Avenida","POINT(107452.288 104177.5158)","-58.38207","-34.59158","Bicicleta","Auto","1","","",""
"LC-2023-0574946","2023-10-04","2023","Octubre","4","6:00:00 PM","18","Miércoles","ALBERDI, JUAN BAUTISTA AV. 3700","Alberdi, Juan Bautista Av. 3700","10","Avenida","POINT(98725.24428 99195.10713)","-58.47855","-34.63697","Bicicleta","Auto","1","","",""
"LC-2023-0574979","2023-10-04","2023","Octubre","4","9:00:00 PM","21","Miércoles","SAN MARTÍN AV. y GAONA AV.","San Martín Av. Y Gaona Av.","15","Avenida","POINT(101563.9686 102402.1462)","-58.44624","-34.60761","Peatón","Auto","1","","",""
"LC-2023-0575031","2023-10-04","2023","Octubre","4","10:15:00 PM","22","Miércoles","TERRERO y JUSTO, JUAN B. AV.","Terrero Y Justo, Juan B. Av.","11","Avenida","POINT(99810.66884 102176.266)","-58.46536","-34.60965","Peatón","Auto","1","","",""
"LC-2023-0575073","2023-10-04","2023","Octubre","4","11:30:00 AM","11","Miércoles","SASTRE, MARCOS y MOLIERE","Sastre, Marcos Y Moliere","10","Calle","POINT(94993.77112 100725.9345)","-58.51788","-34.62271","Moto","Auto","1","","",""
"LC-2023-0575110","2023-10-04","2023","Octubre","4","11:00:00 AM","11","Miércoles","RIVERA, FRUCTUOSO, GENERAL y MONTIEL","Rivera, Fructuoso, General Y Montiel","8","Calle","POINT(98978.1012858215 93177.5915026229)","-58.474453","-34.690769","Peatón","Utilitario","1","","",""
"LC-2023-0575140","2023-10-04","2023","Octubre","4","3:00:00 PM","15","Miércoles","ALCORTA, AMANCIO AV. y ANCASTE","Alcorta, Amancio Av. Y Ancaste","4","Avenida","POINT(105516.297 97969.80218)","-58.40313","-34.64755","Moto","Auto","1","","",""
"LC-2023-0575186","2023-10-04","2023","Octubre","4","9:00:00 PM","21","Miércoles","SAN JUAN AV. 4300","San Juan Av. 4300","5","Avenida","POINT(103478.5665 100264.418)","-58.42679","-34.62704","Transporte Público","Auto","1","","",""
"LC-2023-0575335","2023-10-04","2023","Octubre","4","8:20:00 PM","20","Miércoles","ALBERDI, JUAN BAUTISTA AV. y PUMACAHUA","Alberdi, Juan Bautista Av. Y Pumacahua","7","Avenida","POINT(100841.4584 100040.8989)","-58.45412","-34.6289","Moto","Auto","1","","",""
"LC-2023-0575513","2023-10-04","2023","Octubre","4","2:00:00 PM","14","Miércoles","MONROE 2929","Monroe 2929","13","Calle","POINT(99848.44415 107550.4522)","-58.46495","-34.5612","Moto","Utilitario","1","","",""
"LC-2023-0575686","2023-10-04","2023","Octubre","4","2:00:00 PM","14","Miércoles","CASEROS AV. y COLÓNIA AV.","Caseros Av. Y Colónia Av.","4","Avenida","POINT(105904.0933 99260.93125)","-58.39891","-34.63591","Peatón","Utilitario","1","","",""
"LC-2023-0575804","2023-10-05","2023","Octubre","5","6:30:00 AM","6","Jueves","PAZ, GRAL. AV. 1092","Paz, Gral. Av. 1092","13","Av. General Paz","POINT(98917.67713 109987.3995)","-58.47585","-34.53845","Bicicleta","Auto","1","","",""
"LC-2023-0575881","2023-10-05","2023","Octubre","5","8:30:00 AM","8","Jueves","CASTILLO, RAMÓN S., PRES. AV. y PREFECTURA NAVAL ARGENTINA","Castillo, Ramón S., Pres. Av. Y Prefectura Naval Argentina","1","Avenida","POINT(108111.3227 105415.3885)","-58.37489","-34.58042","Moto","Auto","1","","",""
"LC-2023-0575931","2023-10-05","2023","Octubre","5","9:50:00 AM","9","Jueves","11 DE SEPTIEMBRE DE 1888 y PAZ, GRAL. AV.","11 De Septiembre De 1888 Y Paz, Gral. Av.","13","Av. General Paz","POINT(99562.48236 110335.6099)","-58.46806","-34.5361","Auto","Transporte Público","1","","",""
"LC-2023-0576179","2023-10-05","2023","Octubre","5","11:10:00 AM","11","Jueves","PAZ, GRAL. AV. y FRAGUEIRO","Paz, Gral. Av. Y Fragueiro","10","Av. General Paz","POINT(93911.73489 100037.8343)","-58.52969","-34.62891","Bicicleta","Auto","6","","",""
"LC-2023-0576226","2023-10-05","2023","Octubre","5","12:15:00 PM","12","Jueves","CUBA y BLANCO ENCALADA","Cuba Y Blanco Encalada","13","Calle","POINT(100560.5095 107895.4526)","-58.45719","-34.55809","Moto","Auto","1","","",""
"LC-2023-0576314","2023-10-05","2023","Octubre","5","12:40:00 PM","12","Jueves","LACROZE, FEDERICO AV. y AMENÁBAR","Lacroze, Federico Av. Y Amenábar","13","Avenida","POINT(101556.7895 106305.0338)","-58.44633","-34.57243","Peatón","Objeto Fijo","1","","",""
"LC-2023-0576422","2023-10-05","2023","Octubre","5","1:00:00 PM","13","Jueves","LAVALLE 1153","Lavalle 1153","1","Calle","POINT(107351.2635 102958.4765)","-58.38316","-34.60257","Taxi","Transporte Público","1","","",""
"LC-2023-0576431","2023-10-05","2023","Octubre","5","12:56:00 PM","12","Jueves","AYACUCHO y ALVEAR, MARCELO T. DE","Ayacucho Y Alvear, Marcelo T. De","2","Calle","POINT(106164.1585 103544.7804)","-58.3961","-34.59729","Auto","Auto","2","","",""
"LC-2023-0576437","2023-10-05","2023","Octubre","5","12:40:00 PM","12","Jueves","CASTAÑARES AV. y LAFUENTE AV.","Castañares Av. Y Lafuente Av.","7","Avenida","POINT(100873.9477 97676.35936)","-58.45376","-34.65021","Auto","Utilitario","1","","",""
"LC-2023-0576527","2023-10-05","2023","Octubre","5","1:45:00 PM","13","Jueves","CRÁMER 4595","Crámer 4595","12","Calle","POINT(98704.03607 109590.4002)","-58.47741","-34.54281","Moto","Auto","1","","",""
"LC-2023-0576549","2023-10-05","2023","Octubre","5","1:00:00 PM","13","Jueves","PUEYRREDÓN, HONORIO, DR. AV. 900","Pueyrredón, Honorio, Dr. Av. 900","6","Avenida","POINT(101790.9672 102120.7798)","-58.44377","-34.61015","Auto","Auto","1","","",""
"LC-2023-0576578","2023-10-05","2023","Octubre","5","4:30:00 PM","16","Jueves","CONESA y MATIENZO, BENJAMÍN, TENIENTE","Conesa Y Matienzo, Benjamín, Teniente","13","Calle","POINT(101798.7744 105816.7651)","-58.44369","-34.57683","Auto","Auto","1","","",""
"LC-2023-0576767","2023-10-05","2023","Octubre","5","3:30:00 PM","15","Jueves","DEL LIBERTADOR AV. y CAMPOS SALLES","Del Libertador Av. Y Campos Salles","13","Avenida","POINT(100622.7576 109085.5353)","-58.45651","-34.54737","Moto","Transporte Público","1","","",""
"LC-2023-0576865","2023-10-05","2023","Octubre","5","6:00:00 PM","18","Jueves","PERÓN, EVA AV. 4225","Perón, Eva Av. 4225","9","Avenida","POINT(99165.83276 97482.2933)","-58.47239","-34.65196","Moto","Auto","2","","",""
"LC-2023-0576968","2023-10-05","2023","Octubre","5","5:50:00 PM","17","Jueves","WARNES AV. y DICKMAN, ADOLFO, DR.","Warnes Av. Y Dickman, Adolfo, Dr.","15","Avenida","POINT(100089.6328 103634.1016)","-58.46232","-34.59651","Moto","Auto","1","","",""
"LC-2023-0576996","2023-10-05","2023","Octubre","5","3:50:00 PM","15","Jueves","FIGUEROA ALCORTA, PRES. AV. y CASTILLA, RAMÓN, MARISCAL","Figueroa Alcorta, Pres. Av. Y Castilla, Ramón, Mariscal","14","Avenida","POINT(105787.7409 105502.9835)","-58.40022","-34.57964","Peatón","Auto","1","","",""
"LC-2023-0577024","2023-10-05","2023","Octubre","5","3:30:00 PM","15","Jueves","BARZANA y LLERENA","Barzana Y Llerena","15","Calle","POINT(98492.98431 104444.597)","-58.47972","-34.5892","Moto","Transporte Público","1","","",""
"LC-2023-0577051","2023-10-05","2023","Octubre","5","5:45:00 PM","17","Jueves","EL SALVADOR y ÁLVAREZ, JULIÁN","El Salvador Y Álvarez, Julián","14","Calle","POINT(103667.651 104111.737)","-58.42332","-34.59219","Moto","Auto","1","","",""
"LC-2023-0577133","2023-10-05","2023","Octubre","5","8:10:00 PM","20","Jueves","LOPE DE VEGA AV. 1748","Lope De Vega Av. 1748","10","Avenida","POINT(95519.74102 100587.7138)","-58.51215","-34.62396","Auto","Auto","1","","",""
"LC-2023-0577276","2023-10-05","2023","Octubre","5","8:40:00 PM","20","Jueves","RUÍZ HUIDOBRO AV. y TRIUNVIRATO AV.","Ruíz Huidobro Av. Y Triunvirato Av.","12","Avenida","POINT(97002.34531 108160.5505)","-58.49596","-34.5557","Moto","Transporte Público","1","","",""
"LC-2023-0577281","2023-10-05","2023","Octubre","5","10:00:00 PM","22","Jueves","ALCORTA, AMANCIO AV. y LUNA","Alcorta, Amancio Av. Y Luna","4","Avenida","POINT(106010.125 98441.60685)","-58.39774","-34.64329","Moto","Utilitario","1","","",""
"LC-2023-0577346","2023-10-05","2023","Octubre","5","11:30:00 AM","11","Jueves","DEL LIBERTADOR AV. 5200","Del Libertador Av. 5200","14","Avenida","POINT(102180.1726 107353.3993)","-58.43954","-34.56298","Bicicleta","Taxi","1","","",""
"LC-2023-0577393","2023-10-06","2023","Octubre","6","7:30:00 AM","7","Viernes","ARTIGAS, JOSÉ GERVASIO, GRAL. y COCHRANE","Artigas, José Gervasio, Gral. Y Cochrane","12","Calle","POINT(96312.90408 105791.8112)","-58.50348","-34.57705","Transporte Público","Auto","1","","",""
"LC-2023-0577712","2023-10-06","2023","Octubre","6","8:20:00 AM","8","Viernes","VEDIA y 11 DE SEPTIEMBRE DE 1888","Vedia Y 11 De Septiembre De 1888","13","Calle","POINT(99574.84143 110298.9077)","-58.46793","-34.53643","Moto","Taxi","2","","",""
"LC-2023-0577731","2023-10-06","2023","Octubre","6","8:20:00 AM","8","Viernes","DELLEPIANE, LUIS, TTE. GRAL. 3031","Dellepiane, Luis, Tte. Gral. 3031","7","Autopista","POINT(100082.237 98474.5175)","-58.46197","-34.64298","Moto","Auto","1","","",""
"LC-2023-0577846","2023-10-06","2023","Octubre","6","7:50:00 AM","7","Viernes","BEIRÓ, FRANCISCO AV. y GONZÁLEZ, JOAQUIN V.","Beiró, Francisco Av. Y González, Joaquin V.","11","Avenida","POINT(96067.95458 102982.3347)","-58.50616","-34.60237","Transporte Público","Utilitario","1","","",""
"LC-2023-0577853","2023-10-06","2023","Octubre","6","7:59:00 AM","7","Viernes","CORTINA y GARCÍA, JUAN AGUSTÍN","Cortina Y García, Juan Agustín","10","Calle","POINT(95617.10967 99812.27931)","-58.51109","-34.63095","Auto","Auto","2","","",""
"LC-2023-0577888","2023-10-06","2023","Octubre","6","9:20:00 AM","9","Viernes","ÁLVAREZ, JULIÁN y ARENALES","Álvarez, Julián Y Arenales","14","Calle","POINT(104600.0215 104829.4371)","-58.41316","-34.58572","Bicicleta","Auto","1","","",""
"LC-2023-0577955","2023-10-06","2023","Octubre","6","10:50:00 AM","10","Viernes","CUBA y JURAMENTO AV.","Cuba Y Juramento Av.","13","Avenida","POINT(100785.2753 107581.758)","-58.45474","-34.56092","Peatón","Moto","1","","",""
"LC-2023-0578121","2023-10-06","2023","Octubre","6","11:50:00 AM","11","Viernes","PLAZA y DE LOS INCAS AV.","Plaza Y De Los Incas Av.","15","Avenida","POINT(99555.36166 105717.5119)","-58.46814","-34.57773","Moto","Auto","1","","",""
"LC-2023-0578404","2023-10-06","2023","Octubre","6","11:00:00 AM","11","Viernes","NAZCA AV. y JUSTO, JUAN B. AV.","Nazca Av. Y Justo, Juan B. Av.","11","Avenida","POINT(98826.45027 101238.844)","-58.47609","-34.6181","Auto","Moto","1","","",""
"LC-2023-0578406","2023-10-06","2023","Octubre","6","1:00:00 PM","13","Viernes","PERÓN, EVA AV. y LACARRA AV.","Perón, Eva Av. Y Lacarra Av.","9","Avenida","POINT(99406.13419 97736.52112)","-58.46977","-34.64967","Moto","Transporte Público","1","","",""
"LC-2023-0578520","2023-10-06","2023","Octubre","6","1:00:00 PM","13","Viernes","ÁLVAREZ JONTE AV. y DUPUY","Álvarez Jonte Av. Y Dupuy","10","Avenida","POINT(94957.55907 99858.21965)","-58.51828","-34.63053","Peatón","Utilitario","1","","",""
"LC-2023-0578684","2023-10-06","2023","Octubre","6","10:50:00 AM","10","Viernes","9 DE JULIO AV. y SANTA FE AV.","9 De Julio Av. Y Santa Fe Av.","1","Avenida","POINT(107460.2181 103754.0549)","-58.38198","-34.5954","Moto","Auto","1","","",""
"LC-2023-0578780","2023-10-06","2023","Octubre","6","12:50:00 PM","12","Viernes","RIVADAVIA AV. y ACOYTE AV.","Rivadavia Av. Y Acoyte Av.","6","Avenida","POINT(102461.6409 101216.6552)","-58.43646","-34.61829","Peatón","Auto","2","","",""
"LC-2023-0578939","2023-10-06","2023","Octubre","6","4:30:00 PM","16","Viernes","BALBÍN, RICARDO, DR. AV. y PAZ, GRAL. AV.","Balbín, Ricardo, Dr. Av. Y Paz, Gral. Av.","12","Av. General Paz","POINT(96592.26603 108782.1656)","-58.50042","-34.55009","Peatón","Taxi","1","","",""
"LC-2023-0579028","2023-10-06","2023","Octubre","6","1:53:00 PM","13","Viernes","DERQUI AV. y SAN JUAN BAUTISTA DE LA SALLE AV.","Derqui Av. Y San Juan Bautista De La Salle Av.","9","Avenida","POINT(99255.1442891052 97109.8939031709)","-58.471426","-34.655322","Bicicleta","Transporte Público","1","","",""
"LC-2023-0579030","2023-10-06","2023","Octubre","6","10:40:00 AM","10","Viernes","PAZ, GRAL. AV. y VEDIA","Paz, Gral. Av. Y Vedia","13","Av. General Paz","POINT(99677.92264 110364.1568)","-58.4668","-34.53584","Moto","Moto","1","","",""
"LC-2023-0579049","2023-10-06","2023","Octubre","6","5:00:00 PM","17","Viernes","CAMARONES y MERCEDES","Camarones Y Mercedes","10","Calle","POINT(97249.26854 100938.7477)","-58.49329","-34.6208","Moto","Auto","1","","",""
"LC-2023-0579086","2023-10-06","2023","Octubre","6","4:55:00 PM","16","Viernes","CONSTITUCIÓN y MAZA","Constitución Y Maza","5","Calle","POINT(104467.9923 100164.2771)","-58.41457","-34.62777","Auto","Auto","1","","",""
"LC-2023-0579244","2023-10-06","2023","Octubre","6","5:30:00 PM","17","Viernes","ESCALADA AV. y PERÓN, EVA AV.","Escalada Av. Y Perón, Eva Av.","9","Avenida","POINT(98577.60421 96830.18532)","-58.47881","-34.65784","Bicicleta","Camión","1","","",""
"LC-2023-0579269","2023-10-06","2023","Octubre","6","8:27:00 PM","20","Viernes","JUSTO, JUAN B. AV. y BOYACÁ","Justo, Juan B. Av. Y Boyacá","11","Avenida","POINT(99582.81234 101993.1125)","-58.46784","-34.6113","Moto","Auto","1","","",""
"LC-2023-0579381","2023-10-06","2023","Octubre","6","5:45:00 PM","17","Viernes","VIEYTES 1400","Vieytes 1400","4","Calle","POINT(107902.592767 97825.3824439)","-58.377099","-34.648843","Transporte Público","Auto","1","","",""
"LC-2023-0579423","2023-10-06","2023","Octubre","6","8:20:00 PM","20","Viernes","UGARTE, MANUEL y AMENÁBAR","Ugarte, Manuel Y Amenábar","13","Calle","POINT(99964.04963 107999.1733)","-58.46369","-34.55716","Moto","Auto","1","","",""
"LC-2023-0579434","2023-10-06","2023","Octubre","6","8:20:00 PM","20","Viernes","BLANCO ENCALADA 2803","Blanco Encalada 2803","13","Calle","POINT(100032.0908 107522.3183)","-58.46295","-34.56146","Peatón","Transporte Público","1","","",""
"LC-2023-0579447","2023-10-06","2023","Octubre","6","7:30:00 PM","19","Viernes","ACOSTA, MARIANO y RIESTRA AV.","Acosta, Mariano Y Riestra Av.","8","Avenida","POINT(100990.4397 96873.79244)","-58.45249","-34.65744","Auto","Auto","1","","",""
"LC-2023-0579503","2023-10-06","2023","Octubre","6","5:05:00 PM","17","Viernes","HUMBOLDT y AGUIRRE","Humboldt Y Aguirre","15","Calle","POINT(101912.302 104309.1986)","-58.44245","-34.59042","Bicicleta","Auto","1","","",""
"LC-2023-0579606","2023-10-06","2023","Octubre","6","5:00:00 PM","17","Viernes","JANER, ANA MARÍA 1801","Janer, Ana María 1801","4","Calle","POINT(102738.898 98170.33757)","-58.43348","-34.64557","Moto","Auto","1","","",""
"LC-2023-0579625","2023-10-06","2023","Octubre","6","9:46:00 AM","9","Viernes","MITRE, BARTOLOMÉ y RODRÍGUEZ PEÑA","Mitre, Bartolomé Y Rodríguez Peña","1","Calle","POINT(106661.347684287 102367.169558134)","-58.390674","-34.60791","Auto","Transporte Público","1","","",""
"LC-2023-0579627","2023-10-06","2023","Octubre","6","4:40:00 PM","16","Viernes","JUSTO, JUAN B. AV. y CÓRDOBA AV.","Justo, Juan B. Av. Y Córdoba Av.","15","Avenida","POINT(102297.979985666 104482.923479182)","-58.438251","-34.588857","Peatón","Auto","1","","",""
"LC-2023-0579849","2023-10-07","2023","Octubre","7","4:00:00 AM","4","Sábado","ZUVIRIA y RIGLOS","Zuviria Y Riglos","7","Calle","POINT(102563.3082 99961.81723)","-58.43534","-34.62961","Peatón","Múltiple","2","","",""
"LC-2023-0579873","2023-10-07","2023","Octubre","7","5:30:00 AM","5","Sábado","SCALABRINI ORTIZ, RAÚL AV. 8","Scalabrini Ortiz, Raúl Av. 8","15","Avenida","POINT(101921.9982 103025.0029)","-58.44234","-34.60199","Moto","Múltiple","1","","",""
"LC-2023-0579913","2023-10-07","2023","Octubre","7","10:11:00 AM","10","Sábado","DEL LIBERTADOR AV. y CAMPOS SALLES","Del Libertador Av. Y Campos Salles","13","Avenida","POINT(100622.7576 109085.5353)","-58.45651","-34.54737","Moto","Auto","1","","",""
"LC-2023-0580084","2023-10-07","2023","Octubre","7","10:00:00 AM","10","Sábado","MORENO, JOSÉ MARÍA AV. y ZELARRAYAN","Moreno, José María Av. Y Zelarrayan","7","Avenida","POINT(102925.3782 98758.16718)","-58.43139","-34.64045","Moto","Auto","2","","",""
"LC-2023-0580085","2023-10-07","2023","Octubre","7","8:45:00 AM","8","Sábado","BILLINGHURST 1787","Billinghurst 1787","2","Calle","POINT(104920.521 104375.7018)","-58.40966","-34.58981","Auto","Auto","1","","",""
