"id_hecho","fecha","año","mes","dia","hora_detallada","hora","dia_semana","","direccion","comuna","tipo_de_calle","geocodificacion_caba","longitud","latitud","causante","afectado","n_victimas","","",""
"LC-2023-0151428","2023-03-23","2023","Marzo","23","2:05:00 PM","14","Jueves","GUZMÁN y NEWBERY, JORGE AV.","Guzmán Y Newbery, Jorge Av.","15","Avenida","POINT(101036.635403 104356.306247)","-58.452","-34.59","Peatón","Auto","1","","",""
"LC-2023-0151485","2023-03-23","2023","Marzo","23","1:50:00 AM","1","Jueves","ÁLVAREZ THOMAS AV. y FOREST AV.","Álvarez Thomas Av. Y Forest Av.","15","Avenida","POINT(100282.0502 105654.7832)","-58.46022","-34.57829","Moto","Camión","1","","",""
"LC-2023-0151511","2023-03-23","2023","Marzo","23","12:30:00 AM","0","Jueves","SALGUERO, JERÓNIMO y OBLIGADO RAFAEL, AV.COSTANERA","Salguero, Jerónimo Y Obligado Rafael, Av.costanera","2","Avenida","POINT(105957.5161 106530.3901)","-58.39838","-34.57038","Auto","Auto","2","","",""
"LC-2023-0151871","2023-03-23","2023","Marzo","23","7:30:00 AM","7","Jueves","ALBERDI, JUAN BAUTISTA AV. 5845","Alberdi, Juan Bautista Av. 5845","9","Avenida","POINT(96384.05547 97522.62387)","-58.50274","-34.65159","Auto","Transporte Público","1","","",""
"LC-2023-0151940","2023-03-23","2023","Marzo","23","8:40:00 AM","8","Jueves","PAZ, GRAL. AV. y BALBÍN, RICARDO, DR. AV.","Paz, Gral. Av. Y Balbín, Ricardo, Dr. Av.","12","Av. General Paz","POINT(96585.38799 108851.5036)","-58.5005","-34.54947","Bicicleta","Transporte Público","1","","",""
"LC-2023-0152018","2023-03-23","2023","Marzo","23","12:00:00 AM","0","Jueves","JUSTO, JUAN B. AV. y EL SALVADOR","Justo, Juan B. Av. Y El Salvador","14","Avenida","POINT(102704.7882 104945.931)","-58.43382","-34.58468","Peatón","Utilitario","1","","",""
"LC-2023-0152020","2023-03-23","2023","Marzo","23","10:00:00 AM","10","Jueves","SUPERÍ y VEDIA","Superí Y Vedia","12","Calle","POINT(97946.5947 109457.6359)","-58.48566","-34.54401","Moto","Auto","1","","",""
"LC-2023-0152180","2023-03-23","2023","Marzo","23","9:45:00 AM","9","Jueves","PIEDRA BUENA AV. y HUBAC","Piedra Buena Av. Y Hubac","8","Avenida","POINT(97236.8657 95212.29243)","-58.49344","-34.67242","Auto","Auto","1","","",""
"LC-2023-0152206","2023-03-23","2023","Marzo","23","10:00:00 AM","10","Jueves","LARRAYA y PERÓN, EVA AV.","Larraya Y Perón, Eva Av.","9","Avenida","POINT(97815.61618 96279.90429)","-58.48713","-34.6628","Bicicleta","Auto","1","","",""
"LC-2023-0152315","2023-03-23","2023","Marzo","23","1:20:00 PM","13","Jueves","HIDALGO y FIGUEROA, D. APOLINARIO, CORONEL","Hidalgo Y Figueroa, D. Apolinario, Coronel","15","Calle","POINT(101737.9039 102858.9884)","-58.44435","-34.60349","Peatón","Utilitario","1","","",""
"LC-2023-0152334","2023-03-23","2023","Marzo","23","12:00:00 PM","12","Jueves","ZELADA 6680","Zelada 6680","9","Calle","POINT(95637.09979 97280.13481)","-58.51089","-34.65377","Peatón","Moto","1","","",""
"LC-2023-0152426","2023-03-23","2023","Marzo","23","10:30:00 AM","10","Jueves","AGUILAR 2282","Aguilar 2282","14","Calle","POINT(101554.5681 106776.0498)","-58.44636","-34.56818","Peatón","Auto","1","","",""
"LC-2023-0152512","2023-03-23","2023","Marzo","23","4:05:00 PM","16","Jueves","ALBERDI, JUAN BAUTISTA AV. y SAN PEDRITO AV.","Alberdi, Juan Bautista Av. Y San Pedrito Av.","7","Avenida","POINT(99524.58712 99554.50375)","-58.46848","-34.63328","Moto","Auto","1","","",""
"LC-2023-0152513","2023-03-23","2023","Marzo","23","6:15:00 PM","18","Jueves","DE LOS CONSTITUYENTES AV. 3941","De Los Constituyentes Av. 3941","15","Avenida","POINT(97761.10213 104816.6872)","-58.4877","-34.58584","Moto","Transporte Público","1","","",""
"LC-2023-0152596","2023-03-23","2023","Marzo","23","6:03:00 PM","18","Jueves","SAN MARTÍN AV. y EMPEDRADO","San Martín Av. Y Empedrado","15","Avenida","POINT(98396.51035 103376.5661)","-58.48078","-34.59883","Peatón","Utilitario","3","","",""
"LC-2023-0152609","2023-03-23","2023","Marzo","23","4:44:00 PM","16","Jueves","NOGOYA 6100","Nogoya 6100","10","Calle","POINT(94187.72877 100417.8534)","-58.52667","-34.62548","Bicicleta","Taxi","1","","",""
"LC-2023-0152786","2023-03-23","2023","Marzo","23","5:20:00 PM","17","Jueves","ALBERDI, JUAN BAUTISTA AV. 3712","Alberdi, Juan Bautista Av. 3712","10","Avenida","POINT(98692.88082 99178.85327)","-58.47755","-34.63667","Moto","Taxi","1","","",""
"LC-2023-0152837","2023-03-23","2023","Marzo","23","2:46:00 PM","14","Jueves","VEDIA y MILLER","Vedia Y Miller","12","Calle","POINT(96886.97927 108785.6527)","-58.49721","-34.55006","Peatón","Auto","4","","",""
"LC-2023-0152911","2023-03-23","2023","Marzo","23","5:00:00 PM","17","Jueves","SAN LUIS y JAURES, JEAN","San Luis Y Jaures, Jean","3","Calle","POINT(105146.2342 103290.1395)","-58.4072","-34.59959","Moto","Auto","1","","",""
"LC-2023-0153120","2023-03-23","2023","Marzo","23","7:30:00 PM","19","Jueves","RIOBAMBA y SANTA FE AV.","Riobamba Y Santa Fe Av.","2","Avenida","POINT(106293.8943 103709.9102)","-58.39469","-34.5958","Moto","Auto","1","","",""
"LC-2023-0153442","2023-03-23","2023","Marzo","23","6:00:00 PM","18","Jueves","MONROE y MILLER","Monroe Y Miller","12","Calle","POINT(98384.66445 106448.4726)","-58.4809","-34.57114","Auto","Camión","1","","",""
"LC-2023-0153516","2023-03-23","2023","Marzo","23","9:30:00 PM","21","Jueves","PAZ, GRAL. AV. y SCHMIDL, ULRICO","Paz, Gral. Av. Y Schmidl, Ulrico","9","Av. General Paz","POINT(94710.98163 96662.2904)","-58.52099","-34.65934","Peatón","Moto","5","","",""
"LC-2023-0153627","2023-03-23","2023","Marzo","23","10:00:00 PM","22","Jueves","MENDOZA y O'HIGGINS","Mendoza Y O'higgins","13","Calle","POINT(100872.6687 107808.3549)","-58.45379","-34.55888","Moto","Auto","1","","",""
"LC-2023-0153847","2023-03-23","2023","Marzo","23","10:00:00 PM","22","Jueves","ALBERDI, JUAN BAUTISTA AV. y MEDINA","Alberdi, Juan Bautista Av. Y Medina","10","Avenida","POINT(97753.29209 98665.3182)","-58.4878","-34.64129","Moto","Auto","1","","",""
"LC-2023-0153856","2023-03-23","2023","Marzo","23","1:49:00 PM","13","Jueves","CABILDO AV. y LA PAMPA","Cabildo Av. Y La Pampa","13","Avenida","POINT(100830.4479 107143.612)","-58.45425","-34.56487","Moto","Auto","1","","",""
"LC-2023-0153881","2023-03-23","2023","Marzo","23","11:37:00 AM","11","Jueves","RIVADAVIA AV. 9200","Rivadavia Av. 9200","10","Avenida","POINT(97272.91823 99186.9295)","-58.49304","-34.63659","Moto","Transporte Público","1","","",""
"LC-2023-0153967","2023-03-23","2023","Marzo","23","1:45:00 PM","13","Jueves","ALMAFUERTE AV. 481","Almafuerte Av. 481","4","Avenida","POINT(104557.9663 98414.75866)","-58.41358","-34.64354","Auto","Transporte Público","2","","",""
"LC-2023-0154261","2023-03-23","2023","Marzo","23","2:00:00 PM","14","Jueves","MONROE y DONADO","Monroe Y Donado","12","Calle","POINT(98638.37924 106630.3762)","-58.47813","-34.5695","Moto","Auto","1","","",""
"LC-2023-0154269","2023-03-23","2023","Marzo","23","6:00:00 PM","18","Jueves","MONTES DE OCA, MANUEL AV. e ITUZAINGO","Montes De Oca, Manuel Av. E Ituzaingo","4","Calle","POINT(107989.9951 99672.51241)","-58.37616","-34.63219","Moto","Auto","1","","",""
"LC-2023-0154555","2023-03-23","2023","Marzo","23","4:25:00 PM","16","Jueves","CUCHA CUCHA y BATALLA DEL PARI","Cucha Cucha Y Batalla Del Pari","15","Calle","POINT(100631.481 102981.9712)","-58.45641","-34.60238","Auto","Transporte Público","1","","",""
"LC-2023-0154822","2023-03-23","2023","Marzo","23","6:40:00 PM","18","Jueves","OLAZÁBAL y DEL LIBERTADOR AV.","Olazábal Y Del Libertador Av.","13","Avenida","POINT(101284.9612 108259.3627)","-58.4493","-34.55481","Peatón","Auto","2","","",""
"LC-2023-0154938","2023-03-23","2023","Marzo","23","1:10:00 PM","13","Jueves","FIGUEROA, D. APOLINARIO, CORONEL e HIDALGO","Figueroa, D. Apolinario, Coronel E Hidalgo","15","Calle","POINT(101737.9039 102858.9884)","-58.44435","-34.60349","Peatón","Moto","1","","",""
"LC-2023-0154966","2023-03-24","2023","Marzo","24","1:00:00 AM","1","Viernes","PUEYRREDÓN AV. y SAN LUIS","Pueyrredón Av. Y San Luis","3","Avenida","POINT(105422.8009 103257.0794)","-58.40418","-34.59989","Peatón","Auto","1","","",""
"LC-2023-0155012","2023-03-24","2023","Marzo","24","12:59:00 AM","0","Viernes","27 DE FEBRERO AV. y PAZ, GRAL. AV.","27 De Febrero Av. Y Paz, Gral. Av.","8","Av. General Paz","POINT(100236.5589 91732.17474)","-58.46071","-34.70379","Utilitario","Auto","1","","",""
"LC-2023-0155023","2023-03-24","2023","Marzo","24","6:00:00 AM","6","Viernes","OBLIGADO RAFAEL, AV.COSTANERA 2200","Obligado Rafael, Av.costanera 2200","14","Avenida","POINT(105676.8198 107105.2663)","-58.40144","-34.5652","Peatón","Auto","1","","",""
"LC-2023-0155740","2023-03-24","2023","Marzo","24","3:30:00 PM","15","Viernes","LARRAÑAGA, DAMASO 774","Larrañaga, Damaso 774","9","Calle","POINT(97641.73909 98240.22039)","-58.48902","-34.64512","Bicicleta","Moto","1","","",""
"LC-2023-0156452","2023-03-24","2023","Marzo","24","7:25:00 PM","19","Viernes","LOPE DE VEGA AV. 1169","Lope De Vega Av. 1169","10","Avenida","POINT(96081.79662 100089.8887)","-58.50602","-34.62845","Moto","Auto","1","","",""
"LC-2023-0156650","2023-03-24","2023","Marzo","24","7:30:00 PM","19","Viernes","RIVADAVIA AV. y GOYA","Rivadavia Av. Y Goya","10","Avenida","POINT(97968.85865 99403.40716)","-58.48545","-34.63464","Peatón","Auto","1","","",""
"LC-2023-0156682","2023-03-24","2023","Marzo","24","10:00:00 PM","22","Viernes","CABILDO AV. 2259","Cabildo Av. 2259","13","Avenida","POINT(100497.5643 107633.1137)","-58.45787","-34.56046","Peatón","Transporte Público","1","","",""
"LC-2023-0156686","2023-03-24","2023","Marzo","24","8:55:00 PM","20","Viernes","DONADO y BLANCO ENCALADA","Donado Y Blanco Encalada","12","Calle","POINT(98701.18174 106553.8393)","-58.47745","-34.57019","Transporte Público","Utilitario","1","","",""
"LC-2023-0156816","2023-03-24","2023","Marzo","24","10:30:00 PM","22","Viernes","RIVADAVIA AV. 9137","Rivadavia Av. 9137","10","Avenida","POINT(97293.00869 99214.51778)","-58.49282","-34.63634","Moto","Camión","2","","",""
"LC-2023-0156841","2023-03-24","2023","Marzo","24","2:50:00 AM","2","Viernes","AZCUÉNAGA y MITRE, BARTOLOMÉ","Azcuénaga Y Mitre, Bartolomé","3","Calle","POINT(105754.9644 102296.1033)","-58.40055","-34.60855","Moto","Utilitario","1","","",""
"LC-2023-0157003","2023-03-24","2023","Marzo","24","5:20:00 AM","5","Viernes","OBLIGADO RAFAEL, AV.COSTANERA 2100","Obligado Rafael, Av.costanera 2100","14","Avenida","POINT(105662.0941 107103.8954)","-58.4016","-34.56521","Moto","Auto","1","","",""
"LC-2023-0157033","2023-03-24","2023","Marzo","24","6:46:00 PM","18","Viernes","PUEYRREDÓN AV. y BERUTI","Pueyrredón Av. Y Beruti","2","Avenida","POINT(105670.4184 104073.0857)","-58.40149","-34.59253","Peatón","Taxi","1","","",""
"LC-2023-0157043","2023-03-25","2023","Marzo","25","5:45:00 AM","5","Sábado","RIVADAVIA AV. 10932","Rivadavia Av. 10932","9","Avenida","POINT(94984.699403 98919.225491)","-58.518","-34.639","Moto","Moto","1","","",""
"LC-2023-0157245","2023-03-25","2023","Marzo","25","6:05:00 AM","6","Sábado","MELIÁN AV. 2538","Melián Av. 2538","12","Avenida","POINT(99221.75605 107115.8493)","-58.47178","-34.56512","Moto","Auto","1","","",""
"LC-2023-0157342","2023-03-25","2023","Marzo","25","10:00:00 AM","10","Sábado","ALBERDI, JUAN BAUTISTA AV. 2641","Alberdi, Juan Bautista Av. 2641","7","Avenida","POINT(99839.76092 99673.14449)","-58.46504","-34.63221","Moto","Moto","1","","",""
"LC-2023-0157348","2023-03-25","2023","Marzo","25","11:30:00 AM","11","Sábado","15 DE NOVIEMBRE DE 1889 y PICHINCHA","15 De Noviembre De 1889 Y Pichincha","4","Calle","POINT(106206.0629 99612.12816)","-58.39562","-34.63274","Bicicleta","Transporte Público","1","","",""
"LC-2023-0157431","2023-03-25","2023","Marzo","25","12:50:00 PM","12","Sábado","BALBÍN, RICARDO, DR. AV. y GALVÁN","Balbín, Ricardo, Dr. Av. Y Galván","12","Avenida","POINT(97028.17096 108205.1634)","-58.49567","-34.5553","Transporte Público","Auto","1","","",""
"LC-2023-0157437","2023-03-25","2023","Marzo","25","8:30:00 AM","8","Sábado","ECHEVERRÍA y CONESA","Echeverría Y Conesa","13","Calle","POINT(100163.6722 106984.9632)","-58.46151","-34.5663","Utilitario","Auto","1","","",""
"LC-2023-0157442","2023-03-25","2023","Marzo","25","12:00:00 PM","12","Sábado","BALBÍN, RICARDO, DR. AV. y PAZ, GRAL. AV.","Balbín, Ricardo, Dr. Av. Y Paz, Gral. Av.","12","Av. General Paz","POINT(96592.26603 108782.1656)","-58.50042","-34.55009","Peatón","Moto","1","","",""
"LC-2023-0157473","2023-03-25","2023","Marzo","25","3:30:00 PM","15","Sábado","CALVO, CARLOS 663","Calvo, Carlos 663","1","Calle","POINT(108071.7776 101063.2042)","-58.37528","-34.61965","Peatón","Auto","1","","",""
"LC-2023-0157568","2023-03-25","2023","Marzo","25","3:30:00 PM","15","Sábado","ARREGUÍ y ALLENDE","Arreguí Y Allende","10","Calle","POINT(95962.46138 101276.5995)","-58.50732","-34.61775","Auto","Auto","1","","",""
"LC-2023-0157681","2023-03-25","2023","Marzo","25","5:20:00 PM","17","Sábado","CAMPOS, LUIS M. AV. 1161","Campos, Luis M. Av. 1161","14","Avenida","POINT(102154.5725 107052.0653)","-58.43982","-34.56569","Auto","Auto","1","","",""
"LC-2023-0157967","2023-03-25","2023","Marzo","25","6:00:00 PM","18","Sábado","ESCALADA AV. 3901","Escalada Av. 3901","8","Avenida","POINT(100497.1372 95002.73246)","-58.45748","-34.67431","Moto","Transporte Público","1","","",""
"LC-2023-0158001","2023-03-25","2023","Marzo","25","6:10:00 PM","18","Sábado","PAZ, GRAL. AV. y CHAVEZ, JORGE","Paz, Gral. Av. Y Chavez, Jorge","9","Av. General Paz","POINT(94030.47834 97680.92008)","-58.52841","-34.65015","Auto","Auto","1","","",""
"LC-2023-0158013","2023-03-25","2023","Marzo","25","7:00:00 PM","19","Sábado","ESTADO DE ISRAEL AV. 4560","Estado De Israel Av. 4560","5","Avenida","POINT(103067.4085 103286.12)","-58.42986","-34.59964","Moto","Auto","1","","",""
"LC-2023-0158218","2023-03-25","2023","Marzo","25","7:48:00 PM","19","Sábado","ARGERICH y DÍAZ, CESAR, GRAL.","Argerich Y Díaz, Cesar, Gral.","11","Calle","POINT(98439.49585 101570.9747)","-58.48031","-34.6151","Peatón","Transporte Público","1","","",""
"LC-2023-0158285","2023-03-25","2023","Marzo","25","6:10:00 PM","18","Sábado","MELO, CARLOS F. y ARÁOZ DE LAMADRID, GREGORIO, GRAL.","Melo, Carlos F. Y Aráoz De Lamadrid, Gregorio, Gral.","4","Calle","POINT(108997.9106 98856.35737)","-58.36516","-34.63953","Transporte Público","Auto","2","","",""
"LC-2023-0158287","2023-03-25","2023","Marzo","25","9:00:00 PM","21","Sábado","ALBERDI, JUAN BAUTISTA AV. y AZUL","Alberdi, Juan Bautista Av. Y Azul","10","Avenida","POINT(98988.02508 99339.95858)","-58.47433","-34.63521","Peatón","Auto","2","","",""
"LC-2023-0158343","2023-03-25","2023","Marzo","25","2:00:00 PM","14","Sábado","INDEPENDENCIA AV. y BOLIVAR","Independencia Av. Y Bolivar","1","Avenida","POINT(108273.5514 101340.101)","-58.37309","-34.61715","Moto","Auto","1","","",""
"LC-2023-0158427","2023-03-25","2023","Marzo","25","2:59:00 PM","14","Sábado","NOGOYA 3790","Nogoya 3790","11","Calle","POINT(96684.57141 102424.9412)","-58.49944","-34.6074","Moto","Auto","1","","",""
"LC-2023-0158833","2023-03-26","2023","Marzo","26","4:20:00 AM","4","Domingo","SAN JUAN AV. y COMBATE DE LOS POZOS","San Juan Av. Y Combate De Los Pozos","3","Avenida","POINT(106453.2569 100713.1123)","-58.39293","-34.62282","Moto","Auto","1","","",""
"LC-2023-0158836","2023-03-26","2023","Marzo","26","6:00:00 AM","6","Domingo","PAZ, GRAL. AV. y ACHA, MARIANO, GRAL.","Paz, Gral. Av. Y Acha, Mariano, Gral.","12","Av. General Paz","POINT(96982.63584 108957.813)","-58.49617","-34.54851","Moto","Taxi","3","","",""
"LC-2023-0159023","2023-03-26","2023","Marzo","26","12:40:00 PM","12","Domingo","DEL LIBERTADOR AV. y REPÚBLICA DE LA INDIA","Del Libertador Av. Y República De La India","14","Avenida","POINT(104600.4994 105930.8573)","-58.41316","-34.57579","Peatón","Auto","1","","",""
"LC-2023-0159129","2023-03-26","2023","Marzo","26","12:30:00 PM","12","Domingo","VALLEJOS 4200","Vallejos 4200","11","Calle","POINT(95086.47156 103490.3713)","-58.51686","-34.59779","Bicicleta","Transporte Público","1","","",""
"LC-2023-0159163","2023-03-26","2023","Marzo","26","2:00:00 PM","14","Domingo","TUCUMÁN y SALGUERO, JERÓNIMO","Tucumán Y Salguero, Jerónimo","5","Calle","POINT(104066.443 103415.3568)","-58.41897","-34.59847","Peatón","Auto","2","","",""
"LC-2023-0159272","2023-03-26","2023","Marzo","26","7:30:00 PM","19","Domingo","URIARTE y CABRERA, JOSÉ A.","Uriarte Y Cabrera, José A.","14","Calle","POINT(102690.0259 104498.3161)","-58.43398","-34.58871","Moto","Transporte Público","4","","",""
"LC-2023-0159358","2023-03-26","2023","Marzo","26","6:30:00 PM","18","Domingo","RIVADAVIA AV. y 9 DE JULIO AV.","Rivadavia Av. Y 9 De Julio Av.","1","Avenida","POINT(107499.2911 102309.4695)","-58.38154","-34.60842","Bicicleta","Auto","1","","",""
"LC-2023-0159370","2023-03-26","2023","Marzo","26","8:45:00 PM","20","Domingo","MUÑECAS 1113","Muñecas 1113","15","Calle","POINT(101317.5995 103509.4632)","-58.44893","-34.59763","Auto","Utilitario","1","","",""
"LC-2023-0159403","2023-03-26","2023","Marzo","26","10:37:00 PM","22","Domingo","CASTRO, EMILIO y HOMERO","Castro, Emilio Y Homero","10","Calle","POINT(97195.48076 98481.79563)","-58.49388","-34.64295","Moto","Transporte Público","1","","",""
"LC-2023-0159506","2023-03-26","2023","Marzo","26","8:41:00 PM","20","Domingo","SCALABRINI ORTIZ, RAÚL AV. 1240","Scalabrini Ortiz, Raúl Av. 1240","14","Avenida","POINT(103156.005 103976.7248)","-58.42889","-34.59341","Peatón","Moto","1","","",""
"LC-2023-0159520","2023-03-26","2023","Marzo","26","9:45:00 PM","21","Domingo","PUEYRREDÓN AV. y TUCUMÁN","Pueyrredón Av. Y Tucumán","3","Avenida","POINT(105365.6014 103041.5137)","-58.4048","-34.60183","Peatón","Auto","1","","",""
"LC-2023-0159551","2023-03-26","2023","Marzo","26","4:00:00 PM","16","Domingo","UGARTECHE y CABELLO","Ugarteche Y Cabello","14","Calle","POINT(104721.802 105421.7134)","-58.41183","-34.58038","Bicicleta","Auto","1","","",""
"LC-2023-0159609","2023-03-27","2023","Marzo","27","12:20:00 AM","0","Lunes","SANTA FE AV. y JUSTO, JUAN B. AV.","Santa Fe Av. Y Justo, Juan B. Av.","14","Avenida","POINT(103373.4511 105668.3326)","-58.42653","-34.57816","Bicicleta","Auto","1","","",""
"LC-2023-0159728","2023-03-27","2023","Marzo","27","8:40:00 AM","8","Lunes","PAZ, GRAL. AV. y SUPERÍ","Paz, Gral. Av. Y Superí","12","Av. General Paz","POINT(97946.5947 109457.6359)","-58.48566","-34.54401","Moto","Auto","2","","",""
"LC-2023-0159798","2023-03-27","2023","Marzo","27","10:47:00 AM","10","Lunes","ACOYTE AV. y BOGOTÁ","Acoyte Av. Y Bogotá","6","Avenida","POINT(102343.7763 101624.6139)","-58.43774","-34.61462","Moto","Auto","2","","",""
"LC-2023-0159892","2023-03-27","2023","Marzo","27","7:29:00 AM","7","Lunes","SARAZA y MORENO, JOSÉ MARÍA AV.","Saraza Y Moreno, José María Av.","7","Avenida","POINT(102880.3395 99017.71567)","-58.43188","-34.63811","Moto","Auto","1","","",""
"LC-2023-0160045","2023-03-27","2023","Marzo","27","1:30:00 PM","13","Lunes","CASEROS AV. y SAN JOSÉ","Caseros Av. Y San José","1","Avenida","POINT(107141.0938 99603.54018)","-58.38542","-34.63281","Camión","Auto","1","","",""
"LC-2023-0160079","2023-03-27","2023","Marzo","27","2:15:00 PM","14","Lunes","SAN MARTÍN y ALVEAR, MARCELO T. DE","San Martín Y Alvear, Marcelo T. De","1","Calle","POINT(108162.3236 103660.5943)","-58.37432","-34.59623","Moto","Utilitario","1","","",""
"LC-2023-0160342","2023-03-27","2023","Marzo","27","1:27:00 PM","13","Lunes","GAONA AV. y MERCEDES","Gaona Av. Y Mercedes","10","Avenida","POINT(97862.71501 100338.4369)","-58.4866","-34.62621","Moto","Transporte Público","1","","",""
"LC-2023-0160367","2023-03-27","2023","Marzo","27","3:30:00 PM","15","Lunes","INDEPENDENCIA AV. y URQUIZA, GRAL.","Independencia Av. Y Urquiza, Gral.","3","Avenida","POINT(104956.3885 101024.5807)","-58.40925","-34.62002","Auto","Auto","1","","",""
"LC-2023-0160407","2023-03-27","2023","Marzo","27","2:00:00 PM","14","Lunes","MÉXICO y LA RIOJA","México Y La Rioja","3","Calle","POINT(105068.4138 101217.6629)","-58.40803","-34.61828","Transporte Público","Bicicleta","1","","",""
"LC-2023-0160619","2023-03-27","2023","Marzo","27","6:00:00 PM","18","Lunes","PICO y MILLER","Pico Y Miller","12","Calle","POINT(96937.53234 108698.5535)","-58.49666","-34.55085","Moto","Auto","3","","",""
